image_name,original_sample,LABEL
obama-to-musk_19,obama-to-musk,FAKE
obama-to-musk_20,obama-to-musk,FAKE
obama-to-musk_21,obama-to-musk,FAKE
obama-to-musk_22,obama-to-musk,FAKE
obama-to-musk_23,obama-to-musk,FAKE
obama-to-musk_24,obama-to-musk,FAKE
obama-to-musk_25,obama-to-musk,FAKE
obama-to-musk_26,obama-to-musk,FAKE
obama-to-musk_27,obama-to-musk,FAKE
obama-to-musk_28,obama-to-musk,FAKE
obama-to-musk_29,obama-to-musk,FAKE
obama-to-musk_30,obama-to-musk,FAKE
obama-to-musk_31,obama-to-musk,FAKE
obama-to-musk_32,obama-to-musk,FAKE
obama-to-musk_33,obama-to-musk,FAKE
obama-to-musk_34,obama-to-musk,FAKE
obama-to-musk_35,obama-to-musk,FAKE
obama-to-musk_36,obama-to-musk,FAKE
obama-to-musk_37,obama-to-musk,FAKE
obama-to-musk_38,obama-to-musk,FAKE
obama-to-musk_39,obama-to-musk,FAKE
obama-to-musk_40,obama-to-musk,FAKE
obama-to-musk_41,obama-to-musk,FAKE
obama-to-musk_42,obama-to-musk,FAKE
obama-to-musk_43,obama-to-musk,FAKE
obama-to-musk_44,obama-to-musk,FAKE
obama-to-musk_45,obama-to-musk,FAKE
obama-to-musk_46,obama-to-musk,FAKE
obama-to-musk_47,obama-to-musk,FAKE
obama-to-musk_48,obama-to-musk,FAKE
obama-to-musk_49,obama-to-musk,FAKE
obama-to-musk_50,obama-to-musk,FAKE
obama-to-musk_51,obama-to-musk,FAKE
obama-to-musk_52,obama-to-musk,FAKE
obama-to-musk_53,obama-to-musk,FAKE
obama-to-musk_54,obama-to-musk,FAKE
obama-to-musk_55,obama-to-musk,FAKE
obama-to-musk_56,obama-to-musk,FAKE
obama-to-musk_57,obama-to-musk,FAKE
obama-to-musk_58,obama-to-musk,FAKE
obama-to-musk_59,obama-to-musk,FAKE
obama-to-musk_60,obama-to-musk,FAKE
obama-to-musk_61,obama-to-musk,FAKE
obama-to-musk_62,obama-to-musk,FAKE
obama-to-musk_63,obama-to-musk,FAKE
obama-to-musk_64,obama-to-musk,FAKE
obama-to-musk_65,obama-to-musk,FAKE
obama-to-musk_66,obama-to-musk,FAKE
obama-to-musk_67,obama-to-musk,FAKE
obama-to-musk_68,obama-to-musk,FAKE
obama-to-musk_69,obama-to-musk,FAKE
obama-to-musk_70,obama-to-musk,FAKE
obama-to-musk_71,obama-to-musk,FAKE
obama-to-musk_72,obama-to-musk,FAKE
obama-to-musk_73,obama-to-musk,FAKE
obama-to-musk_74,obama-to-musk,FAKE
obama-to-musk_75,obama-to-musk,FAKE
obama-to-musk_76,obama-to-musk,FAKE
obama-to-musk_77,obama-to-musk,FAKE
obama-to-musk_78,obama-to-musk,FAKE
obama-to-musk_79,obama-to-musk,FAKE
obama-to-musk_80,obama-to-musk,FAKE
obama-to-musk_81,obama-to-musk,FAKE
obama-to-musk_82,obama-to-musk,FAKE
obama-to-musk_83,obama-to-musk,FAKE
obama-to-musk_84,obama-to-musk,FAKE
obama-to-musk_85,obama-to-musk,FAKE
obama-to-musk_86,obama-to-musk,FAKE
obama-to-musk_87,obama-to-musk,FAKE
obama-to-musk_88,obama-to-musk,FAKE
obama-to-musk_89,obama-to-musk,FAKE
obama-to-musk_90,obama-to-musk,FAKE
obama-to-musk_91,obama-to-musk,FAKE
obama-to-musk_92,obama-to-musk,FAKE
obama-to-musk_93,obama-to-musk,FAKE
obama-to-musk_94,obama-to-musk,FAKE
obama-to-musk_95,obama-to-musk,FAKE
obama-to-musk_96,obama-to-musk,FAKE
obama-to-musk_97,obama-to-musk,FAKE
obama-to-musk_98,obama-to-musk,FAKE
obama-to-musk_99,obama-to-musk,FAKE
obama-to-musk_100,obama-to-musk,FAKE
obama-to-musk_101,obama-to-musk,FAKE
obama-to-musk_102,obama-to-musk,FAKE
obama-to-musk_103,obama-to-musk,FAKE
obama-to-musk_104,obama-to-musk,FAKE
obama-to-musk_105,obama-to-musk,FAKE
obama-to-musk_106,obama-to-musk,FAKE
obama-to-musk_107,obama-to-musk,FAKE
obama-to-musk_108,obama-to-musk,FAKE
obama-to-musk_109,obama-to-musk,FAKE
obama-to-musk_110,obama-to-musk,FAKE
obama-to-musk_111,obama-to-musk,FAKE
obama-to-musk_112,obama-to-musk,FAKE
obama-to-musk_113,obama-to-musk,FAKE
obama-to-musk_114,obama-to-musk,FAKE
obama-to-musk_115,obama-to-musk,FAKE
obama-to-musk_116,obama-to-musk,FAKE
obama-to-musk_117,obama-to-musk,FAKE
obama-to-musk_118,obama-to-musk,FAKE
obama-to-musk_119,obama-to-musk,FAKE
obama-to-musk_120,obama-to-musk,FAKE
obama-to-musk_121,obama-to-musk,FAKE
obama-to-musk_122,obama-to-musk,FAKE
obama-to-musk_123,obama-to-musk,FAKE
obama-to-musk_124,obama-to-musk,FAKE
obama-to-musk_125,obama-to-musk,FAKE
obama-to-musk_126,obama-to-musk,FAKE
obama-to-musk_127,obama-to-musk,FAKE
obama-to-musk_128,obama-to-musk,FAKE
obama-to-musk_129,obama-to-musk,FAKE
obama-to-musk_130,obama-to-musk,FAKE
obama-to-musk_131,obama-to-musk,FAKE
obama-to-musk_132,obama-to-musk,FAKE
obama-to-musk_133,obama-to-musk,FAKE
obama-to-musk_134,obama-to-musk,FAKE
obama-to-musk_135,obama-to-musk,FAKE
obama-to-musk_136,obama-to-musk,FAKE
obama-to-musk_137,obama-to-musk,FAKE
obama-to-musk_138,obama-to-musk,FAKE
obama-to-musk_139,obama-to-musk,FAKE
obama-to-musk_140,obama-to-musk,FAKE
obama-to-musk_141,obama-to-musk,FAKE
obama-to-musk_142,obama-to-musk,FAKE
obama-to-musk_143,obama-to-musk,FAKE
obama-to-musk_144,obama-to-musk,FAKE
obama-to-musk_145,obama-to-musk,FAKE
obama-to-musk_146,obama-to-musk,FAKE
obama-to-musk_147,obama-to-musk,FAKE
obama-to-musk_148,obama-to-musk,FAKE
obama-to-musk_149,obama-to-musk,FAKE
obama-to-musk_150,obama-to-musk,FAKE
obama-to-musk_151,obama-to-musk,FAKE
obama-to-musk_152,obama-to-musk,FAKE
obama-to-musk_153,obama-to-musk,FAKE
obama-to-musk_154,obama-to-musk,FAKE
obama-to-musk_155,obama-to-musk,FAKE
obama-to-musk_156,obama-to-musk,FAKE
obama-to-musk_157,obama-to-musk,FAKE
obama-to-musk_158,obama-to-musk,FAKE
obama-to-musk_159,obama-to-musk,FAKE
obama-to-musk_160,obama-to-musk,FAKE
obama-to-musk_161,obama-to-musk,FAKE
obama-to-musk_162,obama-to-musk,FAKE
obama-to-musk_163,obama-to-musk,FAKE
obama-to-musk_164,obama-to-musk,FAKE
obama-to-musk_165,obama-to-musk,FAKE
obama-to-musk_166,obama-to-musk,FAKE
obama-to-musk_167,obama-to-musk,FAKE
obama-to-musk_168,obama-to-musk,FAKE
obama-to-musk_169,obama-to-musk,FAKE
obama-to-musk_170,obama-to-musk,FAKE
obama-to-musk_171,obama-to-musk,FAKE
obama-to-musk_172,obama-to-musk,FAKE
obama-to-musk_173,obama-to-musk,FAKE
obama-to-musk_174,obama-to-musk,FAKE
obama-to-musk_175,obama-to-musk,FAKE
obama-to-musk_176,obama-to-musk,FAKE
obama-to-musk_177,obama-to-musk,FAKE
obama-to-musk_178,obama-to-musk,FAKE
obama-to-musk_179,obama-to-musk,FAKE
obama-to-musk_180,obama-to-musk,FAKE
obama-to-musk_181,obama-to-musk,FAKE
obama-to-musk_182,obama-to-musk,FAKE
obama-to-musk_183,obama-to-musk,FAKE
obama-to-musk_184,obama-to-musk,FAKE
obama-to-musk_185,obama-to-musk,FAKE
obama-to-musk_186,obama-to-musk,FAKE
obama-to-musk_187,obama-to-musk,FAKE
obama-to-musk_188,obama-to-musk,FAKE
obama-to-musk_189,obama-to-musk,FAKE
obama-to-musk_190,obama-to-musk,FAKE
obama-to-musk_191,obama-to-musk,FAKE
obama-to-musk_192,obama-to-musk,FAKE
obama-to-musk_193,obama-to-musk,FAKE
obama-to-musk_194,obama-to-musk,FAKE
obama-to-musk_195,obama-to-musk,FAKE
obama-to-musk_196,obama-to-musk,FAKE
obama-to-musk_197,obama-to-musk,FAKE
obama-to-musk_198,obama-to-musk,FAKE
obama-to-musk_199,obama-to-musk,FAKE
obama-to-ryan_0,obama-to-ryan,FAKE
obama-to-ryan_1,obama-to-ryan,FAKE
obama-to-ryan_2,obama-to-ryan,FAKE
obama-to-ryan_3,obama-to-ryan,FAKE
obama-to-ryan_4,obama-to-ryan,FAKE
obama-to-ryan_5,obama-to-ryan,FAKE
obama-to-ryan_6,obama-to-ryan,FAKE
obama-to-ryan_7,obama-to-ryan,FAKE
obama-to-ryan_8,obama-to-ryan,FAKE
obama-to-ryan_9,obama-to-ryan,FAKE
obama-to-ryan_10,obama-to-ryan,FAKE
obama-to-ryan_11,obama-to-ryan,FAKE
obama-to-ryan_12,obama-to-ryan,FAKE
obama-to-ryan_13,obama-to-ryan,FAKE
obama-to-ryan_14,obama-to-ryan,FAKE
obama-to-ryan_15,obama-to-ryan,FAKE
obama-to-ryan_16,obama-to-ryan,FAKE
obama-to-ryan_17,obama-to-ryan,FAKE
obama-to-ryan_18,obama-to-ryan,FAKE
obama-to-ryan_19,obama-to-ryan,FAKE
obama-to-ryan_20,obama-to-ryan,FAKE
obama-to-ryan_21,obama-to-ryan,FAKE
obama-to-ryan_22,obama-to-ryan,FAKE
obama-to-ryan_23,obama-to-ryan,FAKE
obama-to-ryan_24,obama-to-ryan,FAKE
obama-to-ryan_25,obama-to-ryan,FAKE
obama-to-ryan_26,obama-to-ryan,FAKE
obama-to-ryan_27,obama-to-ryan,FAKE
obama-to-ryan_28,obama-to-ryan,FAKE
obama-to-ryan_29,obama-to-ryan,FAKE
obama-to-ryan_30,obama-to-ryan,FAKE
obama-to-ryan_31,obama-to-ryan,FAKE
obama-to-ryan_32,obama-to-ryan,FAKE
obama-to-ryan_33,obama-to-ryan,FAKE
obama-to-ryan_34,obama-to-ryan,FAKE
obama-to-ryan_35,obama-to-ryan,FAKE
obama-to-ryan_36,obama-to-ryan,FAKE
obama-to-ryan_37,obama-to-ryan,FAKE
obama-to-ryan_38,obama-to-ryan,FAKE
obama-to-ryan_39,obama-to-ryan,FAKE
obama-to-ryan_40,obama-to-ryan,FAKE
obama-to-ryan_41,obama-to-ryan,FAKE
obama-to-ryan_42,obama-to-ryan,FAKE
obama-to-ryan_43,obama-to-ryan,FAKE
obama-to-ryan_44,obama-to-ryan,FAKE
obama-to-ryan_45,obama-to-ryan,FAKE
obama-to-ryan_46,obama-to-ryan,FAKE
obama-to-ryan_47,obama-to-ryan,FAKE
obama-to-ryan_48,obama-to-ryan,FAKE
obama-to-ryan_49,obama-to-ryan,FAKE
obama-to-ryan_50,obama-to-ryan,FAKE
obama-to-ryan_51,obama-to-ryan,FAKE
obama-to-ryan_52,obama-to-ryan,FAKE
obama-to-ryan_53,obama-to-ryan,FAKE
obama-to-ryan_54,obama-to-ryan,FAKE
obama-to-ryan_55,obama-to-ryan,FAKE
obama-to-ryan_56,obama-to-ryan,FAKE
obama-to-ryan_57,obama-to-ryan,FAKE
obama-to-ryan_58,obama-to-ryan,FAKE
obama-to-ryan_59,obama-to-ryan,FAKE
obama-to-ryan_60,obama-to-ryan,FAKE
obama-to-ryan_61,obama-to-ryan,FAKE
obama-to-ryan_62,obama-to-ryan,FAKE
obama-to-ryan_63,obama-to-ryan,FAKE
obama-to-ryan_64,obama-to-ryan,FAKE
obama-to-ryan_65,obama-to-ryan,FAKE
obama-to-ryan_66,obama-to-ryan,FAKE
obama-to-ryan_67,obama-to-ryan,FAKE
obama-to-ryan_68,obama-to-ryan,FAKE
obama-to-ryan_69,obama-to-ryan,FAKE
obama-to-ryan_70,obama-to-ryan,FAKE
obama-to-ryan_71,obama-to-ryan,FAKE
obama-to-ryan_72,obama-to-ryan,FAKE
obama-to-ryan_73,obama-to-ryan,FAKE
obama-to-ryan_74,obama-to-ryan,FAKE
obama-to-ryan_75,obama-to-ryan,FAKE
obama-to-ryan_76,obama-to-ryan,FAKE
obama-to-ryan_77,obama-to-ryan,FAKE
obama-to-ryan_78,obama-to-ryan,FAKE
obama-to-ryan_79,obama-to-ryan,FAKE
obama-to-ryan_80,obama-to-ryan,FAKE
obama-to-ryan_81,obama-to-ryan,FAKE
obama-to-ryan_82,obama-to-ryan,FAKE
obama-to-ryan_83,obama-to-ryan,FAKE
obama-to-ryan_84,obama-to-ryan,FAKE
obama-to-ryan_85,obama-to-ryan,FAKE
obama-to-ryan_86,obama-to-ryan,FAKE
obama-to-ryan_87,obama-to-ryan,FAKE
obama-to-ryan_88,obama-to-ryan,FAKE
obama-to-ryan_89,obama-to-ryan,FAKE
obama-to-ryan_90,obama-to-ryan,FAKE
obama-to-ryan_91,obama-to-ryan,FAKE
obama-to-ryan_92,obama-to-ryan,FAKE
obama-to-ryan_93,obama-to-ryan,FAKE
obama-to-ryan_94,obama-to-ryan,FAKE
obama-to-ryan_95,obama-to-ryan,FAKE
obama-to-ryan_96,obama-to-ryan,FAKE
obama-to-ryan_97,obama-to-ryan,FAKE
obama-to-ryan_98,obama-to-ryan,FAKE
obama-to-ryan_99,obama-to-ryan,FAKE
obama-to-ryan_100,obama-to-ryan,FAKE
obama-to-ryan_101,obama-to-ryan,FAKE
obama-to-ryan_102,obama-to-ryan,FAKE
obama-to-ryan_103,obama-to-ryan,FAKE
obama-to-ryan_104,obama-to-ryan,FAKE
obama-to-ryan_105,obama-to-ryan,FAKE
obama-to-ryan_106,obama-to-ryan,FAKE
obama-to-ryan_107,obama-to-ryan,FAKE
obama-to-ryan_108,obama-to-ryan,FAKE
obama-to-ryan_109,obama-to-ryan,FAKE
obama-to-ryan_110,obama-to-ryan,FAKE
obama-to-ryan_111,obama-to-ryan,FAKE
obama-to-ryan_112,obama-to-ryan,FAKE
obama-to-ryan_113,obama-to-ryan,FAKE
obama-to-ryan_114,obama-to-ryan,FAKE
obama-to-ryan_115,obama-to-ryan,FAKE
obama-to-ryan_116,obama-to-ryan,FAKE
obama-to-ryan_117,obama-to-ryan,FAKE
obama-to-ryan_118,obama-to-ryan,FAKE
obama-to-ryan_119,obama-to-ryan,FAKE
obama-to-ryan_120,obama-to-ryan,FAKE
obama-to-ryan_121,obama-to-ryan,FAKE
obama-to-ryan_122,obama-to-ryan,FAKE
obama-to-ryan_123,obama-to-ryan,FAKE
obama-to-ryan_124,obama-to-ryan,FAKE
obama-to-ryan_125,obama-to-ryan,FAKE
obama-to-ryan_126,obama-to-ryan,FAKE
obama-to-ryan_127,obama-to-ryan,FAKE
obama-to-ryan_128,obama-to-ryan,FAKE
obama-to-ryan_129,obama-to-ryan,FAKE
obama-to-ryan_130,obama-to-ryan,FAKE
obama-to-ryan_131,obama-to-ryan,FAKE
obama-to-ryan_132,obama-to-ryan,FAKE
obama-to-ryan_133,obama-to-ryan,FAKE
obama-to-ryan_134,obama-to-ryan,FAKE
obama-to-ryan_135,obama-to-ryan,FAKE
obama-to-ryan_136,obama-to-ryan,FAKE
obama-to-ryan_137,obama-to-ryan,FAKE
obama-to-ryan_138,obama-to-ryan,FAKE
obama-to-ryan_139,obama-to-ryan,FAKE
obama-to-ryan_140,obama-to-ryan,FAKE
obama-to-ryan_141,obama-to-ryan,FAKE
obama-to-ryan_142,obama-to-ryan,FAKE
obama-to-ryan_143,obama-to-ryan,FAKE
obama-to-ryan_144,obama-to-ryan,FAKE
obama-to-ryan_145,obama-to-ryan,FAKE
obama-to-ryan_146,obama-to-ryan,FAKE
obama-to-ryan_147,obama-to-ryan,FAKE
obama-to-ryan_148,obama-to-ryan,FAKE
obama-to-ryan_149,obama-to-ryan,FAKE
obama-to-ryan_150,obama-to-ryan,FAKE
obama-to-ryan_151,obama-to-ryan,FAKE
obama-to-ryan_152,obama-to-ryan,FAKE
obama-to-ryan_153,obama-to-ryan,FAKE
obama-to-ryan_154,obama-to-ryan,FAKE
obama-to-ryan_155,obama-to-ryan,FAKE
obama-to-ryan_156,obama-to-ryan,FAKE
obama-to-ryan_157,obama-to-ryan,FAKE
obama-to-ryan_158,obama-to-ryan,FAKE
obama-to-ryan_159,obama-to-ryan,FAKE
obama-to-ryan_160,obama-to-ryan,FAKE
obama-to-ryan_161,obama-to-ryan,FAKE
obama-to-ryan_162,obama-to-ryan,FAKE
obama-to-ryan_163,obama-to-ryan,FAKE
obama-to-ryan_164,obama-to-ryan,FAKE
obama-to-ryan_165,obama-to-ryan,FAKE
obama-to-ryan_166,obama-to-ryan,FAKE
obama-to-ryan_167,obama-to-ryan,FAKE
obama-to-ryan_168,obama-to-ryan,FAKE
obama-to-ryan_169,obama-to-ryan,FAKE
obama-to-ryan_170,obama-to-ryan,FAKE
obama-to-ryan_171,obama-to-ryan,FAKE
obama-to-ryan_172,obama-to-ryan,FAKE
obama-to-ryan_173,obama-to-ryan,FAKE
obama-to-ryan_174,obama-to-ryan,FAKE
obama-to-ryan_175,obama-to-ryan,FAKE
obama-to-ryan_176,obama-to-ryan,FAKE
obama-to-ryan_177,obama-to-ryan,FAKE
obama-to-ryan_178,obama-to-ryan,FAKE
obama-to-ryan_179,obama-to-ryan,FAKE
obama-to-ryan_180,obama-to-ryan,FAKE
obama-to-ryan_181,obama-to-ryan,FAKE
obama-to-ryan_182,obama-to-ryan,FAKE
obama-to-ryan_183,obama-to-ryan,FAKE
obama-to-ryan_184,obama-to-ryan,FAKE
obama-to-ryan_185,obama-to-ryan,FAKE
obama-to-ryan_186,obama-to-ryan,FAKE
obama-to-ryan_187,obama-to-ryan,FAKE
obama-to-ryan_188,obama-to-ryan,FAKE
obama-to-ryan_189,obama-to-ryan,FAKE
obama-to-ryan_190,obama-to-ryan,FAKE
obama-to-ryan_191,obama-to-ryan,FAKE
obama-to-ryan_192,obama-to-ryan,FAKE
obama-to-ryan_193,obama-to-ryan,FAKE
obama-to-ryan_194,obama-to-ryan,FAKE
obama-to-ryan_195,obama-to-ryan,FAKE
obama-to-ryan_196,obama-to-ryan,FAKE
obama-to-ryan_197,obama-to-ryan,FAKE
obama-to-ryan_198,obama-to-ryan,FAKE
obama-to-ryan_199,obama-to-ryan,FAKE
obama-to-taylor_0,obama-to-taylor,FAKE
obama-to-taylor_1,obama-to-taylor,FAKE
obama-to-taylor_2,obama-to-taylor,FAKE
obama-to-taylor_3,obama-to-taylor,FAKE
obama-to-taylor_4,obama-to-taylor,FAKE
obama-to-taylor_5,obama-to-taylor,FAKE
obama-to-taylor_6,obama-to-taylor,FAKE
obama-to-taylor_7,obama-to-taylor,FAKE
obama-to-taylor_8,obama-to-taylor,FAKE
obama-to-taylor_9,obama-to-taylor,FAKE
obama-to-taylor_10,obama-to-taylor,FAKE
obama-to-taylor_11,obama-to-taylor,FAKE
obama-to-taylor_12,obama-to-taylor,FAKE
obama-to-taylor_13,obama-to-taylor,FAKE
obama-to-taylor_14,obama-to-taylor,FAKE
obama-to-taylor_15,obama-to-taylor,FAKE
obama-to-taylor_16,obama-to-taylor,FAKE
obama-to-taylor_17,obama-to-taylor,FAKE
obama-to-taylor_18,obama-to-taylor,FAKE
obama-to-taylor_19,obama-to-taylor,FAKE
obama-to-taylor_20,obama-to-taylor,FAKE
obama-to-taylor_21,obama-to-taylor,FAKE
obama-to-taylor_22,obama-to-taylor,FAKE
obama-to-taylor_23,obama-to-taylor,FAKE
obama-to-taylor_24,obama-to-taylor,FAKE
obama-to-taylor_25,obama-to-taylor,FAKE
obama-to-taylor_26,obama-to-taylor,FAKE
obama-to-taylor_27,obama-to-taylor,FAKE
obama-to-taylor_28,obama-to-taylor,FAKE
obama-to-taylor_29,obama-to-taylor,FAKE
obama-to-taylor_30,obama-to-taylor,FAKE
obama-to-taylor_31,obama-to-taylor,FAKE
obama-to-taylor_32,obama-to-taylor,FAKE
obama-to-taylor_33,obama-to-taylor,FAKE
obama-to-taylor_34,obama-to-taylor,FAKE
obama-to-taylor_35,obama-to-taylor,FAKE
obama-to-taylor_36,obama-to-taylor,FAKE
obama-to-taylor_37,obama-to-taylor,FAKE
obama-to-taylor_38,obama-to-taylor,FAKE
obama-to-taylor_39,obama-to-taylor,FAKE
obama-to-taylor_40,obama-to-taylor,FAKE
obama-to-taylor_41,obama-to-taylor,FAKE
obama-to-taylor_42,obama-to-taylor,FAKE
obama-to-taylor_43,obama-to-taylor,FAKE
obama-to-taylor_44,obama-to-taylor,FAKE
obama-to-taylor_45,obama-to-taylor,FAKE
obama-to-taylor_46,obama-to-taylor,FAKE
obama-to-taylor_47,obama-to-taylor,FAKE
obama-to-taylor_48,obama-to-taylor,FAKE
obama-to-taylor_49,obama-to-taylor,FAKE
obama-to-taylor_50,obama-to-taylor,FAKE
obama-to-taylor_51,obama-to-taylor,FAKE
obama-to-taylor_52,obama-to-taylor,FAKE
obama-to-taylor_53,obama-to-taylor,FAKE
obama-to-taylor_54,obama-to-taylor,FAKE
obama-to-taylor_55,obama-to-taylor,FAKE
obama-to-taylor_56,obama-to-taylor,FAKE
obama-to-taylor_57,obama-to-taylor,FAKE
obama-to-taylor_58,obama-to-taylor,FAKE
obama-to-taylor_59,obama-to-taylor,FAKE
obama-to-taylor_60,obama-to-taylor,FAKE
obama-to-taylor_61,obama-to-taylor,FAKE
obama-to-taylor_62,obama-to-taylor,FAKE
obama-to-taylor_63,obama-to-taylor,FAKE
obama-to-taylor_64,obama-to-taylor,FAKE
obama-to-taylor_65,obama-to-taylor,FAKE
obama-to-taylor_66,obama-to-taylor,FAKE
obama-to-taylor_67,obama-to-taylor,FAKE
obama-to-taylor_68,obama-to-taylor,FAKE
obama-to-taylor_69,obama-to-taylor,FAKE
obama-to-taylor_70,obama-to-taylor,FAKE
obama-to-taylor_71,obama-to-taylor,FAKE
obama-to-taylor_72,obama-to-taylor,FAKE
obama-to-taylor_73,obama-to-taylor,FAKE
obama-to-taylor_74,obama-to-taylor,FAKE
obama-to-taylor_75,obama-to-taylor,FAKE
obama-to-taylor_76,obama-to-taylor,FAKE
obama-to-taylor_77,obama-to-taylor,FAKE
obama-to-taylor_78,obama-to-taylor,FAKE
obama-to-taylor_79,obama-to-taylor,FAKE
obama-to-taylor_80,obama-to-taylor,FAKE
obama-to-taylor_81,obama-to-taylor,FAKE
obama-to-taylor_82,obama-to-taylor,FAKE
obama-to-taylor_83,obama-to-taylor,FAKE
obama-to-taylor_84,obama-to-taylor,FAKE
obama-to-taylor_85,obama-to-taylor,FAKE
obama-to-taylor_86,obama-to-taylor,FAKE
obama-to-taylor_87,obama-to-taylor,FAKE
obama-to-taylor_88,obama-to-taylor,FAKE
obama-to-taylor_89,obama-to-taylor,FAKE
obama-to-taylor_90,obama-to-taylor,FAKE
obama-to-taylor_91,obama-to-taylor,FAKE
obama-to-taylor_92,obama-to-taylor,FAKE
obama-to-taylor_93,obama-to-taylor,FAKE
obama-to-taylor_94,obama-to-taylor,FAKE
obama-to-taylor_95,obama-to-taylor,FAKE
obama-to-taylor_96,obama-to-taylor,FAKE
obama-to-taylor_97,obama-to-taylor,FAKE
obama-to-taylor_98,obama-to-taylor,FAKE
obama-to-taylor_99,obama-to-taylor,FAKE
obama-to-taylor_100,obama-to-taylor,FAKE
obama-to-taylor_101,obama-to-taylor,FAKE
obama-to-taylor_102,obama-to-taylor,FAKE
obama-to-taylor_103,obama-to-taylor,FAKE
obama-to-taylor_104,obama-to-taylor,FAKE
obama-to-taylor_105,obama-to-taylor,FAKE
obama-to-taylor_106,obama-to-taylor,FAKE
obama-to-taylor_107,obama-to-taylor,FAKE
obama-to-taylor_108,obama-to-taylor,FAKE
obama-to-taylor_109,obama-to-taylor,FAKE
obama-to-taylor_110,obama-to-taylor,FAKE
obama-to-taylor_111,obama-to-taylor,FAKE
obama-to-taylor_112,obama-to-taylor,FAKE
obama-to-taylor_113,obama-to-taylor,FAKE
obama-to-taylor_114,obama-to-taylor,FAKE
obama-to-taylor_115,obama-to-taylor,FAKE
obama-to-taylor_116,obama-to-taylor,FAKE
obama-to-taylor_117,obama-to-taylor,FAKE
obama-to-taylor_118,obama-to-taylor,FAKE
obama-to-taylor_119,obama-to-taylor,FAKE
obama-to-taylor_120,obama-to-taylor,FAKE
obama-to-taylor_121,obama-to-taylor,FAKE
obama-to-taylor_122,obama-to-taylor,FAKE
obama-to-taylor_123,obama-to-taylor,FAKE
obama-to-taylor_124,obama-to-taylor,FAKE
obama-to-taylor_125,obama-to-taylor,FAKE
obama-to-taylor_126,obama-to-taylor,FAKE
obama-to-taylor_127,obama-to-taylor,FAKE
obama-to-taylor_128,obama-to-taylor,FAKE
obama-to-taylor_129,obama-to-taylor,FAKE
obama-to-taylor_130,obama-to-taylor,FAKE
obama-to-taylor_131,obama-to-taylor,FAKE
obama-to-taylor_132,obama-to-taylor,FAKE
obama-to-taylor_133,obama-to-taylor,FAKE
obama-to-taylor_134,obama-to-taylor,FAKE
obama-to-taylor_135,obama-to-taylor,FAKE
obama-to-taylor_136,obama-to-taylor,FAKE
obama-to-taylor_137,obama-to-taylor,FAKE
obama-to-taylor_138,obama-to-taylor,FAKE
obama-to-taylor_139,obama-to-taylor,FAKE
obama-to-taylor_140,obama-to-taylor,FAKE
obama-to-taylor_141,obama-to-taylor,FAKE
obama-to-taylor_142,obama-to-taylor,FAKE
obama-to-taylor_143,obama-to-taylor,FAKE
obama-to-taylor_144,obama-to-taylor,FAKE
obama-to-taylor_145,obama-to-taylor,FAKE
obama-to-taylor_146,obama-to-taylor,FAKE
obama-to-taylor_147,obama-to-taylor,FAKE
obama-to-taylor_148,obama-to-taylor,FAKE
obama-to-taylor_149,obama-to-taylor,FAKE
obama-to-taylor_150,obama-to-taylor,FAKE
obama-to-taylor_151,obama-to-taylor,FAKE
obama-to-taylor_152,obama-to-taylor,FAKE
obama-to-taylor_153,obama-to-taylor,FAKE
obama-to-taylor_154,obama-to-taylor,FAKE
obama-to-taylor_155,obama-to-taylor,FAKE
obama-to-taylor_156,obama-to-taylor,FAKE
obama-to-taylor_157,obama-to-taylor,FAKE
obama-to-taylor_158,obama-to-taylor,FAKE
obama-to-taylor_159,obama-to-taylor,FAKE
obama-to-taylor_160,obama-to-taylor,FAKE
obama-to-taylor_161,obama-to-taylor,FAKE
obama-to-taylor_162,obama-to-taylor,FAKE
obama-to-taylor_163,obama-to-taylor,FAKE
obama-to-taylor_164,obama-to-taylor,FAKE
obama-to-taylor_165,obama-to-taylor,FAKE
obama-to-taylor_166,obama-to-taylor,FAKE
obama-to-taylor_167,obama-to-taylor,FAKE
obama-to-taylor_168,obama-to-taylor,FAKE
obama-to-taylor_169,obama-to-taylor,FAKE
obama-to-taylor_170,obama-to-taylor,FAKE
obama-to-taylor_171,obama-to-taylor,FAKE
obama-to-taylor_172,obama-to-taylor,FAKE
obama-to-taylor_173,obama-to-taylor,FAKE
obama-to-taylor_174,obama-to-taylor,FAKE
obama-to-taylor_175,obama-to-taylor,FAKE
obama-to-taylor_176,obama-to-taylor,FAKE
obama-to-taylor_177,obama-to-taylor,FAKE
obama-to-taylor_178,obama-to-taylor,FAKE
obama-to-taylor_179,obama-to-taylor,FAKE
obama-to-taylor_180,obama-to-taylor,FAKE
obama-to-taylor_181,obama-to-taylor,FAKE
obama-to-taylor_182,obama-to-taylor,FAKE
obama-to-taylor_183,obama-to-taylor,FAKE
obama-to-taylor_184,obama-to-taylor,FAKE
obama-to-taylor_185,obama-to-taylor,FAKE
obama-to-taylor_186,obama-to-taylor,FAKE
obama-to-taylor_187,obama-to-taylor,FAKE
obama-to-taylor_188,obama-to-taylor,FAKE
obama-to-taylor_189,obama-to-taylor,FAKE
obama-to-taylor_190,obama-to-taylor,FAKE
obama-to-taylor_191,obama-to-taylor,FAKE
